,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
2500,2,11,2015,0.017521,0.015046,0.019637,0.031584,0.058214,0.071119,0.096092,0.110853,4.58729,1.94306,1.873725,1.936251,1.997075,1.79005,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-02
2501,3,11,2015,0.054424,0.032806,0.037255,0.051343,0.083641,0.098674,0.145005,0.164897,5.100346,1.464506,2.046372,1.544783,1.473563,2.063357,3,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-03
2503,6,11,2015,0.054348,0.049426,0.05874,0.082349,0.134482,0.162035,0.214551,0.245723,4.317522,1.502913,1.714394,1.579304,1.496973,1.64967,14,14,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-06
2504,7,11,2015,0.122043,0.10478,0.114107,0.142235,0.202129,0.242105,0.308215,0.349529,4.55473,1.097215,1.5506,1.220799,1.031541,1.456245,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-07
2505,8,11,2015,0.113647,0.102579,0.11486,0.152404,0.232703,0.281783,0.365016,0.420711,4.472099,1.337779,1.656367,1.431895,1.299022,1.587295,24,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,25,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-08
2506,10,11,2015,0.051159,0.045962,0.058954,0.093372,0.166149,0.208016,0.281478,0.326113,3.915517,1.860874,1.94239,1.872764,1.874986,1.790577,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-10
2507,11,11,2015,0.112484,0.087355,0.097902,0.127311,0.19415,0.233396,0.320193,0.367995,3.475965,1.290009,1.846929,1.411949,1.246675,1.812533,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-11
2508,12,11,2015,0.09201,0.093805,0.120481,0.189348,0.332549,0.410099,0.54915,0.636227,4.353148,1.81054,1.857762,1.814476,1.835551,1.761375,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-11-12
2521,2,12,2015,0.213042,0.228755,0.259774,0.31366,0.394353,0.436199,0.510667,0.552075,4.769936,0.801075,0.97123,0.795633,0.801279,0.948986,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2015-12-02
3029,15,8,2018,0.057394,0.074551,0.083247,0.117269,0.180852,0.213653,0.277782,0.334653,2.729235,1.399959,1.564152,1.409811,1.415255,1.752468,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-15
3030,17,8,2018,0.067012,0.099574,0.117832,0.169521,0.267938,0.319543,0.398913,0.461339,2.772613,1.473981,1.44527,1.484574,1.48946,1.434933,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-17
3031,18,8,2018,0.035158,0.054133,0.063274,0.088936,0.142768,0.169906,0.214053,0.247228,2.976482,1.469099,1.473023,1.51923,1.479191,1.469713,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-18
3032,19,8,2018,0.029417,0.047376,0.055631,0.079184,0.128375,0.15292,0.192901,0.224465,3.034215,1.503589,1.480196,1.545622,1.519007,1.501043,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-19
3033,21,8,2018,0.026703,0.045749,0.053445,0.080105,0.134887,0.161614,0.206534,0.245761,3.295719,1.643801,1.548729,1.65167,1.679381,1.6361,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-21
3034,22,8,2018,0.040079,0.067232,0.080144,0.119743,0.196408,0.232175,0.294664,0.341058,3.517325,1.580647,1.481313,1.565506,1.625772,1.509604,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-22
3035,23,8,2018,0.03516,0.052413,0.059198,0.082836,0.131921,0.15466,0.196988,0.231263,3.457163,1.430503,1.4567,1.469158,1.453728,1.568368,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-23
3036,24,8,2018,0.041042,0.06575,0.077639,0.10956,0.171638,0.201319,0.246874,0.281942,3.44655,1.414711,1.309578,1.429998,1.43935,1.311912,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,13,13,13,0,0,0,0,0,0,0,14,14,14,14,13,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-24
3037,25,8,2018,0.035609,0.078794,0.100926,0.166641,0.287647,0.351405,0.449382,0.533581,3.558619,1.837671,1.620734,1.751791,1.896855,1.631732,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-25
3038,27,8,2018,0.038363,0.057183,0.065702,0.093308,0.150317,0.178947,0.229065,0.267042,2.731834,1.515418,1.541186,1.542747,1.535193,1.576424,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-27
3039,28,8,2018,0.041617,0.063405,0.073609,0.103839,0.167967,0.202371,0.257395,0.302396,2.867959,1.498866,1.551242,1.560369,1.49759,1.572005,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-28
3040,29,8,2018,0.077387,0.104814,0.12026,0.162684,0.245901,0.288755,0.355589,0.409398,3.161856,1.29695,1.342106,1.342642,1.297455,1.367891,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-29
3041,30,8,2018,0.047674,0.065254,0.073434,0.096578,0.147916,0.174067,0.219834,0.252396,2.905332,1.286041,1.441121,1.379352,1.27432,1.455441,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-30
3042,31,8,2018,0.054129,0.085853,0.104344,0.155922,0.259016,0.315781,0.400164,0.470688,2.936213,1.635203,1.579201,1.651051,1.648628,1.558818,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-08-31
3043,1,9,2018,0.059154,0.092449,0.112098,0.166108,0.274026,0.333956,0.424457,0.499563,2.959541,1.611499,1.588685,1.632763,1.620943,1.572698,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-01
3044,3,9,2018,0.020518,0.032171,0.037226,0.05445,0.089046,0.107337,0.141235,0.1694,1.456351,1.641776,1.702114,1.638331,1.667795,1.801947,38,38,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,38,38,38,0,0,0,0,0,0,0,38,38,38,38,38,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-03
3045,4,9,2018,0.008203,0.014318,0.015721,0.02279,0.034069,0.037525,0.053152,0.062802,1.3205,1.354457,1.652505,1.19879,1.484342,2.030179,45,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,44,0,0,45,44,45,0,0,0,0,0,0,0,45,45,45,45,44,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-04
3046,5,9,2018,0.007622,0.012843,0.013795,0.02159,0.032304,0.035323,0.052981,0.063809,1.130124,1.395833,1.815914,1.175726,1.542186,2.328788,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-05
3047,6,9,2018,0.02031,0.031723,0.036679,0.053492,0.085421,0.10226,0.134916,0.157376,1.149477,1.510481,1.670766,1.504411,1.532985,1.716089,25,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,25,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-06
3048,7,9,2018,0.039371,0.071667,0.090968,0.144618,0.252976,0.318425,0.410852,0.486938,1.70246,1.813079,1.722715,1.81462,1.825784,1.619385,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-07
3049,8,9,2018,0.046059,0.079026,0.099836,0.155061,0.266531,0.325877,0.421865,0.488643,1.865365,1.74837,1.668406,1.741054,1.779735,1.587964,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-08
3050,9,9,2018,0.061431,0.090898,0.108548,0.16063,0.260085,0.316512,0.404737,0.480561,1.868997,1.575515,1.605971,1.583469,1.58379,1.629474,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-09
3051,11,9,2018,0.077154,0.117195,0.140881,0.209502,0.343975,0.423984,0.539926,0.64153,1.868837,1.620419,1.636219,1.642703,1.618328,1.615861,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-11
3052,12,9,2018,0.076725,0.132121,0.166497,0.258028,0.437212,0.538536,0.675232,0.78527,1.913571,1.729021,1.576273,1.720209,1.749169,1.472981,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-12
3054,14,9,2018,0.109339,0.185259,0.237753,0.373049,0.643977,0.795698,0.9779,1.129356,3.882043,1.785441,1.595141,1.775097,1.810429,1.498045,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,10,8,13,0,0,0,0,0,0,0,13,13,13,13,10,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-14
3055,15,9,2018,0.06279,0.108432,0.136452,0.213479,0.364842,0.444493,0.566359,0.662181,3.998862,1.748068,1.542034,1.718976,1.788004,1.521922,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,20,20,20,0,0,0,0,0,0,0,21,21,21,21,20,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-15
3056,18,9,2018,0.038995,0.069429,0.087428,0.132765,0.222351,0.268562,0.336711,0.395301,3.663259,1.662582,1.50717,1.654817,1.694564,1.508998,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-18
3057,19,9,2018,0.064429,0.096645,0.116347,0.17122,0.276031,0.330697,0.412051,0.484765,4.263781,1.546841,1.453254,1.544427,1.570407,1.485656,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-19
3058,20,9,2018,0.085795,0.111372,0.128898,0.18112,0.278104,0.329703,0.408496,0.483876,3.726484,1.502952,1.446505,1.480264,1.527655,1.539383,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-20
3059,21,9,2018,0.072004,0.09828,0.114835,0.166567,0.259283,0.305754,0.385633,0.456164,3.807598,1.453016,1.445084,1.428403,1.484363,1.562223,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-21
3060,23,9,2018,0.045455,0.075867,0.092302,0.134766,0.212178,0.248797,0.305786,0.352417,3.508787,1.467253,1.327033,1.445558,1.505845,1.349663,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-23
3061,24,9,2018,0.07108,0.111247,0.133815,0.193775,0.308748,0.367235,0.451755,0.521127,3.873227,1.517268,1.389137,1.517466,1.542411,1.369366,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-24
3062,25,9,2018,0.139205,0.214504,0.252834,0.344121,0.502118,0.575096,0.66896,0.737389,4.106115,1.216431,1.040797,1.20633,1.243502,0.971942,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-25
3063,26,9,2018,0.121397,0.151932,0.172055,0.233464,0.344904,0.400792,0.492716,0.574393,3.986272,1.250022,1.296425,1.265159,1.261202,1.402833,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-26
3064,27,9,2018,0.103347,0.152417,0.183807,0.270345,0.423112,0.500323,0.620883,0.725087,4.378043,1.497374,1.402127,1.459038,1.533556,1.453951,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-09-27
3065,1,10,2018,0.03432,0.060491,0.07562,0.120773,0.201696,0.240451,0.30946,0.371414,4.279954,1.711142,1.560311,1.621518,1.780244,1.702352,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-01
3066,2,10,2018,0.161504,0.167825,0.175655,0.208521,0.274546,0.306041,0.372975,0.43135,4.338904,0.86743,1.134592,0.931311,0.857355,1.351478,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-02
3067,3,10,2018,0.121054,0.137468,0.147365,0.183161,0.252637,0.285861,0.360879,0.418472,4.162747,1.111407,1.217169,1.144561,1.119301,1.413715,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,6,6,7,0,0,0,0,0,0,0,7,7,7,7,6,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-03
3068,4,10,2018,0.058872,0.097661,0.115245,0.161572,0.250904,0.294114,0.35803,0.41293,4.404789,1.407447,1.293055,1.415197,1.432661,1.324406,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-04
3069,5,10,2018,0.037537,0.068897,0.087888,0.135603,0.224959,0.267661,0.333395,0.385909,4.45463,1.648875,1.428657,1.601048,1.702982,1.464709,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,9,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-05
3070,6,10,2018,0.037883,0.066516,0.083256,0.128876,0.211444,0.248906,0.311106,0.362335,4.713396,1.61866,1.400848,1.55501,1.683019,1.456065,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-06
3071,8,10,2018,0.066094,0.100292,0.122239,0.18161,0.298693,0.357914,0.445524,0.517604,4.524345,1.614148,1.450949,1.600879,1.649111,1.438505,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-08
3072,10,10,2018,0.071226,0.094159,0.107988,0.142682,0.213,0.246249,0.299237,0.340311,4.530795,1.243859,1.244023,1.290369,1.253515,1.274559,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-10
3073,12,10,2018,0.130927,0.162222,0.175023,0.21958,0.303287,0.345675,0.427345,0.497386,4.378905,1.007654,1.248245,1.059606,0.998488,1.419552,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-12
3075,16,10,2018,0.052374,0.072706,0.084958,0.124393,0.198209,0.232775,0.298379,0.358498,4.241315,1.517807,1.494611,1.490677,1.562441,1.669286,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,10,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-16
3076,18,10,2018,0.063583,0.088656,0.098291,0.131799,0.190752,0.216663,0.271898,0.322876,4.916369,1.173319,1.291306,1.169945,1.202185,1.554442,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-18
3077,21,10,2018,0.062992,0.079113,0.085231,0.10751,0.150619,0.165514,0.202319,0.236995,5.108077,0.997421,1.086933,1.023641,1.032255,1.423959,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-21
3078,23,10,2018,0.034422,0.040907,0.043755,0.060111,0.089292,0.101718,0.13075,0.166278,4.67495,1.262596,1.41122,1.225116,1.330969,1.94105,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,7,0,0,8,7,8,0,0,0,0,0,0,0,8,8,8,8,7,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-23
3079,25,10,2018,0.072015,0.100803,0.120185,0.178285,0.279151,0.326032,0.410389,0.490184,4.764577,1.475268,1.404497,1.421426,1.526219,1.60992,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,5,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-25
3080,26,10,2018,0.045672,0.080955,0.09574,0.139594,0.217611,0.254801,0.323733,0.381797,4.282737,1.471981,1.45523,1.42655,1.516867,1.582597,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,8,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-26
3081,29,10,2018,0.038516,0.072665,0.087085,0.130645,0.20553,0.241294,0.304468,0.363644,4.374377,1.523849,1.442227,1.457148,1.576793,1.613809,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-29
3082,31,10,2018,0.074618,0.10059,0.110361,0.140872,0.197894,0.223484,0.273346,0.319487,4.478917,1.049858,1.175999,1.084248,1.060296,1.391845,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-10-31
3083,2,11,2018,0.028078,0.041004,0.048927,0.078916,0.130918,0.153592,0.199536,0.252163,4.926872,1.691267,1.534168,1.573707,1.780182,1.924779,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-02
3084,3,11,2018,0.058135,0.076974,0.089812,0.128608,0.199133,0.229311,0.284313,0.332116,5.050955,1.419267,1.303397,1.380091,1.473425,1.452247,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-03
3085,10,11,2018,0.016167,0.045614,0.054758,0.083761,0.129311,0.14895,0.18972,0.239026,4.766453,1.496685,1.416761,1.375052,1.576945,1.863601,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-10
3086,11,11,2018,0.015454,0.02171,0.025818,0.044013,0.073559,0.083812,0.114726,0.152318,4.65881,1.7536,1.638488,1.539006,1.900943,2.352994,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-11
3087,12,11,2018,0.015428,0.02548,0.030011,0.042713,0.07273,0.083395,0.109401,0.128947,4.586057,1.547841,1.490414,1.594752,1.611349,1.709494,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-12
3088,13,11,2018,0.071192,0.079714,0.087272,0.116357,0.172495,0.200642,0.259599,0.322766,4.828349,1.262169,1.495026,1.290213,1.270931,1.861122,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-13
3089,15,11,2018,0.036813,0.073429,0.085557,0.119208,0.181868,0.20754,0.258659,0.302476,5.055991,1.321124,1.28248,1.310839,1.367482,1.469757,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-15
3090,17,11,2018,0.022787,0.026154,0.027702,0.040657,0.063105,0.069591,0.092958,0.128997,5.313323,1.382074,1.416685,1.28824,1.490725,2.383496,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,133,CUIABA-MIRANDA,-15.73091,-56.07086,210,2018-11-17
